Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Density,Forested Area
Russian Federation,Praskoveya,51.00,Moderate,1.00,Good,36.00,Good,0.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Pyatigorsk,54.00,Moderate,1.00,Good,41.00,Good,1.00,Good,54.00,Moderate,9.00,0.50
Russian Federation,Polevskoy,31.00,Good,1.00,Good,31.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Dalnegorsk,29.00,Good,0.00,Good,29.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Gukovo,38.00,Good,1.00,Good,38.00,Good,0.00,Good,13.00,Good,9.00,0.50
Russian Federation,Izberbash,51.00,Moderate,1.00,Good,38.00,Good,0.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Tyukalinsk,34.00,Good,1.00,Good,34.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Taldom,46.00,Good,1.00,Good,27.00,Good,1.00,Good,46.00,Good,9.00,0.50
Russian Federation,Zmeinogorsk,35.00,Good,1.00,Good,35.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Alagir,50.00,Good,1.00,Good,36.00,Good,1.00,Good,50.00,Good,9.00,0.50
Russian Federation,Arkadak,28.00,Good,1.00,Good,28.00,Good,1.00,Good,15.00,Good,9.00,0.50
Russian Federation,Arsk,28.00,Good,1.00,Good,28.00,Good,1.00,Good,19.00,Good,9.00,0.50
Russian Federation,Cherepanovo,38.00,Good,1.00,Good,38.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Cherkessk,49.00,Good,1.00,Good,40.00,Good,0.00,Good,49.00,Good,9.00,0.50
Russian Federation,Bezhetsk,24.00,Good,0.00,Good,24.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Baksan,48.00,Good,1.00,Good,39.00,Good,1.00,Good,48.00,Good,9.00,0.50
Russian Federation,Rostov,32.00,Good,1.00,Good,32.00,Good,0.00,Good,26.00,Good,9.00,0.50
Russian Federation,Reutov,58.00,Moderate,1.00,Good,25.00,Good,9.00,Good,58.00,Moderate,9.00,0.50
Russian Federation,Desnogorsk,34.00,Good,1.00,Good,34.00,Good,0.00,Good,10.00,Good,9.00,0.50
Russian Federation,Khimki,40.00,Good,1.00,Good,30.00,Good,8.00,Good,40.00,Good,9.00,0.50
Russian Federation,Kola,30.00,Good,1.00,Good,30.00,Good,0.00,Good,10.00,Good,9.00,0.50
Russian Federation,Kotelnikovo,39.00,Good,1.00,Good,39.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Krasnovishersk,29.00,Good,1.00,Good,28.00,Good,0.00,Good,29.00,Good,9.00,0.50
Russian Federation,Krasnyy Yar,34.00,Good,1.00,Good,34.00,Good,1.00,Good,24.00,Good,9.00,0.50
Russian Federation,Kulebaki,48.00,Good,1.00,Good,33.00,Good,1.00,Good,48.00,Good,9.00,0.50
Russian Federation,Kalyazin,24.00,Good,1.00,Good,24.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Nizhniye Sergi,37.00,Good,1.00,Good,35.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Karabash,36.00,Good,1.00,Good,36.00,Good,0.00,Good,33.00,Good,9.00,0.50
Russian Federation,Lyudinovo,70.00,Moderate,1.00,Good,23.00,Good,2.00,Good,70.00,Moderate,9.00,0.50
Russian Federation,Kotelnich,33.00,Good,1.00,Good,33.00,Good,0.00,Good,10.00,Good,9.00,0.50
Russian Federation,Krasnodar,44.00,Good,1.00,Good,44.00,Good,4.00,Good,31.00,Good,9.00,0.50
Russian Federation,Krasnogorsk,61.00,Moderate,1.00,Good,24.00,Good,10.00,Good,61.00,Moderate,9.00,0.50
Russian Federation,Krasnokamsk,25.00,Good,1.00,Good,25.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Kurtamysh,31.00,Good,1.00,Good,31.00,Good,0.00,Good,31.00,Good,9.00,0.50
Russian Federation,Mikhaylovka,43.00,Good,1.00,Good,31.00,Good,0.00,Good,43.00,Good,9.00,0.50
Russian Federation,Nikel,32.00,Good,1.00,Good,32.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Nizhniy Lomov,51.00,Moderate,0.00,Good,31.00,Good,0.00,Good,51.00,Moderate,9.00,0.50
Russian Federation,Privolzhsk,32.00,Good,1.00,Good,32.00,Good,1.00,Good,29.00,Good,9.00,0.50
Russian Federation,Onega,35.00,Good,1.00,Good,35.00,Good,0.00,Good,16.00,Good,9.00,0.50
Russian Federation,Pavlovo,34.00,Good,1.00,Good,34.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Petushki,49.00,Good,1.00,Good,28.00,Good,6.00,Good,49.00,Good,9.00,0.50
Russian Federation,Dyurtyuli,37.00,Good,1.00,Good,26.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Kimry,35.00,Good,1.00,Good,35.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Krasnogvardeyskoye,48.00,Good,1.00,Good,48.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Kudymkar,43.00,Good,1.00,Good,39.00,Good,0.00,Good,43.00,Good,9.00,0.50
Russian Federation,Salekhard,19.00,Good,1.00,Good,19.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Mogocha,31.00,Good,1.00,Good,31.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Novouralsk,30.00,Good,1.00,Good,30.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Nurlat,49.00,Good,1.00,Good,28.00,Good,0.00,Good,49.00,Good,9.00,0.50
Russian Federation,Blagodarnyy,40.00,Good,1.00,Good,40.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Buy,21.00,Good,1.00,Good,21.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Divnoye,39.00,Good,1.00,Good,39.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Chegem Vtoroy,50.00,Good,1.00,Good,25.00,Good,4.00,Good,50.00,Good,9.00,0.50
Russian Federation,Chernigovka,35.00,Good,1.00,Good,35.00,Good,0.00,Good,29.00,Good,9.00,0.50
Russian Federation,Belaya Kholunitsa,29.00,Good,1.00,Good,27.00,Good,1.00,Good,29.00,Good,9.00,0.50
Russian Federation,Belorechensk,47.00,Good,1.00,Good,47.00,Good,1.00,Good,30.00,Good,9.00,0.50
Russian Federation,Birsk,41.00,Good,1.00,Good,41.00,Good,0.00,Good,7.00,Good,9.00,0.50
Russian Federation,Bolotnoye,43.00,Good,1.00,Good,16.00,Good,3.00,Good,43.00,Good,9.00,0.50
Russian Federation,Chudovo,29.00,Good,1.00,Good,29.00,Good,0.00,Good,8.00,Good,9.00,0.50
Russian Federation,Abaza,30.00,Good,1.00,Good,30.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Agidel,41.00,Good,1.00,Good,41.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Avtury,59.00,Moderate,1.00,Good,46.00,Good,1.00,Good,59.00,Moderate,9.00,0.50
Russian Federation,Partizansk,33.00,Good,1.00,Good,33.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Petrovsk,32.00,Good,1.00,Good,32.00,Good,0.00,Good,6.00,Good,9.00,0.50
Russian Federation,Porkhov,30.00,Good,1.00,Good,30.00,Good,1.00,Good,22.00,Good,9.00,0.50
Russian Federation,Abakan,57.00,Moderate,1.00,Good,43.00,Good,0.00,Good,57.00,Moderate,9.00,0.50
Russian Federation,Sim,31.00,Good,1.00,Good,31.00,Good,0.00,Good,31.00,Good,9.00,0.50
Russian Federation,Vnukovo,52.00,Moderate,1.00,Good,24.00,Good,5.00,Good,52.00,Moderate,9.00,0.50
Russian Federation,Volzhsk,62.00,Moderate,1.00,Good,36.00,Good,0.00,Good,62.00,Moderate,9.00,0.50
Russian Federation,Baltiysk,33.00,Good,0.00,Good,33.00,Good,0.00,Good,30.00,Good,9.00,0.50
Russian Federation,Bogdanovich,54.00,Moderate,1.00,Good,33.00,Good,2.00,Good,54.00,Moderate,9.00,0.50
Russian Federation,Boguchany,38.00,Good,1.00,Good,30.00,Good,0.00,Good,38.00,Good,9.00,0.50
Russian Federation,Tutayev,35.00,Good,1.00,Good,28.00,Good,2.00,Good,35.00,Good,9.00,0.50
Russian Federation,Vichuga,52.00,Moderate,1.00,Good,25.00,Good,5.00,Good,52.00,Moderate,9.00,0.50
Russian Federation,Beloretsk,37.00,Good,1.00,Good,37.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Sosenskiy,34.00,Good,1.00,Good,34.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Staraya Russa,31.00,Good,1.00,Good,31.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Usinsk,32.00,Good,1.00,Good,31.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Uyar,32.00,Good,1.00,Good,32.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Osa,35.00,Good,1.00,Good,35.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Pestovo,42.00,Good,1.00,Good,34.00,Good,0.00,Good,42.00,Good,9.00,0.50
Russian Federation,Petrozavodsk,28.00,Good,1.00,Good,28.00,Good,1.00,Good,13.00,Good,9.00,0.50
Russian Federation,Pokrovka,58.00,Moderate,1.00,Good,42.00,Good,0.00,Good,58.00,Moderate,9.00,0.50
Russian Federation,Sherlovaya Gora,32.00,Good,1.00,Good,32.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Slobodskoy,34.00,Good,1.00,Good,25.00,Good,2.00,Good,34.00,Good,9.00,0.50
Russian Federation,Novorossiysk,46.00,Good,1.00,Good,38.00,Good,1.00,Good,46.00,Good,9.00,0.50
Russian Federation,Nyagan,32.00,Good,1.00,Good,32.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Soltsy,60.00,Moderate,1.00,Good,35.00,Good,0.00,Good,60.00,Moderate,9.00,0.50
Russian Federation,Kirovgrad,33.00,Good,1.00,Good,30.00,Good,1.00,Good,33.00,Good,9.00,0.50
Russian Federation,Kirs,30.00,Good,1.00,Good,30.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Korablino,37.00,Good,0.00,Good,32.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Kargat,37.00,Good,1.00,Good,30.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Kargopol,31.00,Good,1.00,Good,31.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Khadyzhensk,52.00,Moderate,1.00,Good,52.00,Moderate,2.00,Good,15.00,Good,9.00,0.50
Russian Federation,Kachkanar,24.00,Good,1.00,Good,24.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Ivanteyevka,50.00,Good,1.00,Good,27.00,Good,5.00,Good,50.00,Good,9.00,0.50
Russian Federation,Goyty,71.00,Moderate,1.00,Good,45.00,Good,1.00,Good,71.00,Moderate,9.00,0.50
Russian Federation,Gubkin,40.00,Good,1.00,Good,36.00,Good,0.00,Good,40.00,Good,9.00,0.50
Russian Federation,Kaluga,34.00,Good,1.00,Good,32.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Frolovo,36.00,Good,1.00,Good,36.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Buynaksk,43.00,Good,1.00,Good,42.00,Good,0.00,Good,43.00,Good,9.00,0.50
Russian Federation,Asbest,34.00,Good,1.00,Good,34.00,Good,1.00,Good,30.00,Good,9.00,0.50
Russian Federation,Ishimbay,37.00,Good,1.00,Good,37.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Karabulak,41.00,Good,1.00,Good,41.00,Good,1.00,Good,35.00,Good,9.00,0.50
Russian Federation,Khabarovsk,66.00,Moderate,2.00,Good,30.00,Good,7.00,Good,66.00,Moderate,9.00,0.50
Russian Federation,Chita,39.00,Good,1.00,Good,39.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Yalutorovsk,32.00,Good,1.00,Good,32.00,Good,0.00,Good,21.00,Good,9.00,0.50
Russian Federation,Yaransk,33.00,Good,1.00,Good,32.00,Good,1.00,Good,33.00,Good,9.00,0.50
Russian Federation,Yelizovo,32.00,Good,1.00,Good,32.00,Good,1.00,Good,11.00,Good,9.00,0.50
Russian Federation,Yuzha,48.00,Good,1.00,Good,29.00,Good,2.00,Good,48.00,Good,9.00,0.50
Russian Federation,Zarinsk,44.00,Good,1.00,Good,44.00,Good,0.00,Good,33.00,Good,9.00,0.50
Russian Federation,Vytegra,29.00,Good,1.00,Good,29.00,Good,0.00,Good,2.00,Good,9.00,0.50
Russian Federation,Tobolsk,46.00,Good,1.00,Good,31.00,Good,0.00,Good,46.00,Good,9.00,0.50
Russian Federation,Tolyatti,34.00,Good,1.00,Good,34.00,Good,1.00,Good,10.00,Good,9.00,0.50
Russian Federation,Tomsk,31.00,Good,1.00,Good,31.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Novopavlovsk,39.00,Good,1.00,Good,39.00,Good,1.00,Good,38.00,Good,9.00,0.50
Russian Federation,Obninsk,37.00,Good,1.00,Good,37.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Vanino,22.00,Good,1.00,Good,18.00,Good,0.00,Good,22.00,Good,9.00,0.50
Russian Federation,Kozelsk,47.00,Good,1.00,Good,28.00,Good,1.00,Good,47.00,Good,9.00,0.50
Russian Federation,Kusa,31.00,Good,1.00,Good,31.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Kyakhta,37.00,Good,1.00,Good,34.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Medvezhyegorsk,55.00,Moderate,1.00,Good,29.00,Good,0.00,Good,55.00,Moderate,9.00,0.50
Russian Federation,Lermontov,35.00,Good,1.00,Good,35.00,Good,1.00,Good,21.00,Good,9.00,0.50
Russian Federation,Shelekhov,54.00,Moderate,1.00,Good,36.00,Good,1.00,Good,54.00,Moderate,9.00,0.50
Russian Federation,Snezhnogorsk,32.00,Good,1.00,Good,32.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Kashira,34.00,Good,1.00,Good,34.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Kaspiyskiy,38.00,Good,1.00,Good,38.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Karachev,35.00,Good,1.00,Good,34.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Kartaly,36.00,Good,1.00,Good,36.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Kislovodsk,42.00,Good,1.00,Good,39.00,Good,1.00,Good,42.00,Good,9.00,0.50
Russian Federation,Kostroma,44.00,Good,1.00,Good,25.00,Good,2.00,Good,44.00,Good,9.00,0.50
Russian Federation,Tara,38.00,Good,1.00,Good,21.00,Good,0.00,Good,38.00,Good,9.00,0.50
Russian Federation,Nerchinsk,138.00,Unhealthy for Sensitive Groups,8.00,Good,44.00,Good,0.00,Good,138.00,Unhealthy for Sensitive Groups,9.00,0.50
Russian Federation,Nizhneudinsk,28.00,Good,1.00,Good,20.00,Good,2.00,Good,28.00,Good,9.00,0.50
Russian Federation,Novozybkov,42.00,Good,1.00,Good,42.00,Good,0.00,Good,16.00,Good,9.00,0.50
Russian Federation,Volodarsk,38.00,Good,1.00,Good,38.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Vsevolozhsk,30.00,Good,1.00,Good,30.00,Good,1.00,Good,12.00,Good,9.00,0.50
Russian Federation,Vysokovsk,36.00,Good,1.00,Good,36.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Luga,35.00,Good,1.00,Good,35.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Krasnoslobodsk,39.00,Good,1.00,Good,39.00,Good,1.00,Good,9.00,Good,9.00,0.50
Russian Federation,Kukmor,54.00,Moderate,1.00,Good,37.00,Good,0.00,Good,54.00,Moderate,9.00,0.50
Russian Federation,Azov,40.00,Good,1.00,Good,40.00,Good,2.00,Good,23.00,Good,9.00,0.50
Russian Federation,Anna,45.00,Good,1.00,Good,28.00,Good,2.00,Good,45.00,Good,9.00,0.50
Russian Federation,Zelenogradsk,36.00,Good,1.00,Good,36.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Zhirnovsk,44.00,Good,1.00,Good,44.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Uzlovaya,48.00,Good,0.00,Good,31.00,Good,0.00,Good,48.00,Good,9.00,0.50
Russian Federation,Vorkuta,55.00,Moderate,1.00,Good,28.00,Good,1.00,Good,55.00,Moderate,9.00,0.50
Russian Federation,Zainsk,28.00,Good,1.00,Good,28.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Zapolyarnyy,33.00,Good,1.00,Good,33.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Sosnogorsk,33.00,Good,1.00,Good,33.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Sovetskiy,28.00,Good,1.00,Good,28.00,Good,0.00,Good,3.00,Good,9.00,0.50
Russian Federation,Segezha,30.00,Good,1.00,Good,30.00,Good,0.00,Good,22.00,Good,9.00,0.50
Russian Federation,Serdobsk,55.00,Moderate,1.00,Good,35.00,Good,0.00,Good,55.00,Moderate,9.00,0.50
Russian Federation,Abdulino,40.00,Good,1.00,Good,40.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Chaltyr,39.00,Good,1.00,Good,39.00,Good,2.00,Good,11.00,Good,9.00,0.50
Russian Federation,Borzya,56.00,Moderate,1.00,Good,45.00,Good,0.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Navashino,36.00,Good,1.00,Good,35.00,Good,0.00,Good,36.00,Good,9.00,0.50
Russian Federation,Nerekhta,47.00,Good,1.00,Good,24.00,Good,2.00,Good,47.00,Good,9.00,0.50
Russian Federation,Nizhniy Novgorod,48.00,Good,1.00,Good,29.00,Good,3.00,Good,48.00,Good,9.00,0.50
Russian Federation,Nogliki,22.00,Good,1.00,Good,22.00,Good,0.00,Good,14.00,Good,9.00,0.50
Russian Federation,Novoaleksandrovsk,33.00,Good,1.00,Good,33.00,Good,0.00,Good,22.00,Good,9.00,0.50
Russian Federation,Oktyabrsk,53.00,Moderate,1.00,Good,41.00,Good,0.00,Good,53.00,Moderate,9.00,0.50
Russian Federation,Mozdok,74.00,Moderate,1.00,Good,44.00,Good,0.00,Good,74.00,Moderate,9.00,0.50
Russian Federation,Mozhga,54.00,Moderate,1.00,Good,36.00,Good,0.00,Good,54.00,Moderate,9.00,0.50
Russian Federation,Murom,37.00,Good,1.00,Good,35.00,Good,0.00,Good,37.00,Good,9.00,0.50
Russian Federation,Balashikha,128.00,Unhealthy for Sensitive Groups,4.00,Good,9.00,Good,36.00,Good,128.00,Unhealthy for Sensitive Groups,9.00,0.50
Russian Federation,Buzuluk,56.00,Moderate,1.00,Good,37.00,Good,0.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Engels,40.00,Good,1.00,Good,40.00,Good,1.00,Good,28.00,Good,9.00,0.50
Russian Federation,Safonovo,37.00,Good,1.00,Good,37.00,Good,0.00,Good,15.00,Good,9.00,0.50
Russian Federation,Sagopshi,44.00,Good,1.00,Good,44.00,Good,1.00,Good,32.00,Good,9.00,0.50
Russian Federation,Samara,40.00,Good,1.00,Good,40.00,Good,2.00,Good,25.00,Good,9.00,0.50
Russian Federation,Stroitel,46.00,Good,1.00,Good,38.00,Good,0.00,Good,46.00,Good,9.00,0.50
Russian Federation,Pitkyaranta,35.00,Good,1.00,Good,35.00,Good,0.00,Good,17.00,Good,9.00,0.50
Russian Federation,Pallasovka,50.00,Good,1.00,Good,50.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Melenki,35.00,Good,1.00,Good,35.00,Good,0.00,Good,26.00,Good,9.00,0.50
Russian Federation,Minyar,40.00,Good,1.00,Good,40.00,Good,0.00,Good,9.00,Good,9.00,0.50
Russian Federation,Kasimov,34.00,Good,1.00,Good,34.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Domodedovo,73.00,Moderate,2.00,Good,23.00,Good,14.00,Good,73.00,Moderate,9.00,0.50
Russian Federation,Kingisepp,34.00,Good,1.00,Good,34.00,Good,0.00,Good,5.00,Good,9.00,0.50
Russian Federation,Kizlyar,60.00,Moderate,1.00,Good,43.00,Good,0.00,Good,60.00,Moderate,9.00,0.50
Russian Federation,Kurchaloy,58.00,Moderate,1.00,Good,44.00,Good,2.00,Good,58.00,Moderate,9.00,0.50
Russian Federation,Kuvshinovo,31.00,Good,1.00,Good,31.00,Good,0.00,Good,10.00,Good,9.00,0.50
Russian Federation,Lobnya,32.00,Good,1.00,Good,32.00,Good,5.00,Good,29.00,Good,9.00,0.50
Russian Federation,Sayansk,34.00,Good,1.00,Good,34.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Serpukhov,55.00,Moderate,1.00,Good,30.00,Good,2.00,Good,55.00,Moderate,9.00,0.50
Russian Federation,Sortavala,50.00,Good,1.00,Good,30.00,Good,3.00,Good,50.00,Good,9.00,0.50
Russian Federation,Borovsk,38.00,Good,1.00,Good,38.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Uren,32.00,Good,1.00,Good,32.00,Good,0.00,Good,4.00,Good,9.00,0.50
Russian Federation,Toropets,30.00,Good,0.00,Good,30.00,Good,0.00,Good,29.00,Good,9.00,0.50
Russian Federation,Opochka,35.00,Good,1.00,Good,35.00,Good,0.00,Good,13.00,Good,9.00,0.50
Russian Federation,Raychikhinsk,106.00,Unhealthy for Sensitive Groups,2.00,Good,41.00,Good,1.00,Good,106.00,Unhealthy for Sensitive Groups,9.00,0.50
Russian Federation,Podolsk,39.00,Good,1.00,Good,32.00,Good,7.00,Good,39.00,Good,9.00,0.50
Russian Federation,Prokopyevsk,41.00,Good,1.00,Good,26.00,Good,6.00,Good,41.00,Good,9.00,0.50
Russian Federation,Lensk,74.00,Moderate,2.00,Good,51.00,Moderate,0.00,Good,74.00,Moderate,9.00,0.50
Russian Federation,Lesosibirsk,29.00,Good,1.00,Good,29.00,Good,0.00,Good,16.00,Good,9.00,0.50
Russian Federation,Lipetsk,34.00,Good,1.00,Good,34.00,Good,1.00,Good,25.00,Good,9.00,0.50
Russian Federation,Lytkarino,56.00,Moderate,1.00,Good,22.00,Good,13.00,Good,56.00,Moderate,9.00,0.50
Russian Federation,Dankov,60.00,Moderate,0.00,Good,28.00,Good,0.00,Good,60.00,Moderate,9.00,0.50
Russian Federation,Dedovsk,53.00,Moderate,1.00,Good,28.00,Good,6.00,Good,53.00,Moderate,9.00,0.50
Russian Federation,Dimitrovgrad,31.00,Good,0.00,Good,30.00,Good,0.00,Good,31.00,Good,9.00,0.50
Russian Federation,Miass,36.00,Good,1.00,Good,36.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Mikhaylovskoye,36.00,Good,1.00,Good,36.00,Good,0.00,Good,34.00,Good,9.00,0.50
Russian Federation,Neya,52.00,Moderate,1.00,Good,29.00,Good,1.00,Good,52.00,Moderate,9.00,0.50
Russian Federation,Nizhnekamsk,36.00,Good,1.00,Good,36.00,Good,1.00,Good,34.00,Good,9.00,0.50
Russian Federation,Svobodnyy,32.00,Good,1.00,Good,29.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Tayshet,35.00,Good,1.00,Good,35.00,Good,0.00,Good,32.00,Good,9.00,0.50
Russian Federation,Temryuk,43.00,Good,1.00,Good,43.00,Good,2.00,Good,39.00,Good,9.00,0.50
Russian Federation,Ulyanovsk,34.00,Good,1.00,Good,34.00,Good,1.00,Good,6.00,Good,9.00,0.50
Russian Federation,Verkhnyaya Tura,34.00,Good,1.00,Good,34.00,Good,0.00,Good,27.00,Good,9.00,0.50
Russian Federation,Vorsma,47.00,Good,1.00,Good,34.00,Good,1.00,Good,47.00,Good,9.00,0.50
Russian Federation,Vyatskiye Polyany,29.00,Good,1.00,Good,29.00,Good,1.00,Good,12.00,Good,9.00,0.50
Russian Federation,Babayurt,53.00,Moderate,1.00,Good,41.00,Good,0.00,Good,53.00,Moderate,9.00,0.50
Russian Federation,Balakovo,65.00,Moderate,1.00,Good,35.00,Good,0.00,Good,65.00,Moderate,9.00,0.50
Russian Federation,Barabinsk,39.00,Good,1.00,Good,39.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Bogotol,50.00,Good,1.00,Good,43.00,Good,0.00,Good,50.00,Good,9.00,0.50
Russian Federation,Buinsk,29.00,Good,1.00,Good,29.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Abinsk,43.00,Good,1.00,Good,43.00,Good,1.00,Good,16.00,Good,9.00,0.50
Russian Federation,Strunino,31.00,Good,1.00,Good,31.00,Good,0.00,Good,29.00,Good,9.00,0.50
Russian Federation,Roslavl,65.00,Moderate,1.00,Good,23.00,Good,2.00,Good,65.00,Moderate,9.00,0.50
Russian Federation,Severobaykalsk,35.00,Good,1.00,Good,32.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Apatity,32.00,Good,1.00,Good,32.00,Good,0.00,Good,23.00,Good,9.00,0.50
Russian Federation,Shumikha,34.00,Good,1.00,Good,34.00,Good,0.00,Good,20.00,Good,9.00,0.50
Russian Federation,Tuapse,37.00,Good,1.00,Good,37.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Tuymazy,40.00,Good,1.00,Good,40.00,Good,0.00,Good,8.00,Good,9.00,0.50
Russian Federation,Uzhur,33.00,Good,1.00,Good,29.00,Good,0.00,Good,33.00,Good,9.00,0.50
Russian Federation,Verkhniy Tagil,41.00,Good,1.00,Good,41.00,Good,0.00,Good,19.00,Good,9.00,0.50
Russian Federation,Semikarakorsk,47.00,Good,1.00,Good,47.00,Good,0.00,Good,25.00,Good,9.00,0.50
Russian Federation,Meleuz,36.00,Good,1.00,Good,36.00,Good,0.00,Good,28.00,Good,9.00,0.50
Russian Federation,Mikhaylovsk,49.00,Good,1.00,Good,49.00,Good,1.00,Good,29.00,Good,9.00,0.50
Russian Federation,Mytishchi,37.00,Good,1.00,Good,30.00,Good,8.00,Good,37.00,Good,9.00,0.50
Russian Federation,Neftekamsk,41.00,Good,1.00,Good,41.00,Good,0.00,Good,18.00,Good,9.00,0.50
Russian Federation,Nelidovo,35.00,Good,1.00,Good,35.00,Good,0.00,Good,11.00,Good,9.00,0.50
Russian Federation,Nolinsk,35.00,Good,1.00,Good,32.00,Good,0.00,Good,35.00,Good,9.00,0.50
Russian Federation,Novomichurinsk,39.00,Good,1.00,Good,39.00,Good,1.00,Good,31.00,Good,9.00,0.50
Russian Federation,Olenegorsk,30.00,Good,1.00,Good,30.00,Good,0.00,Good,24.00,Good,9.00,0.50
Russian Federation,Danilov,32.00,Good,1.00,Good,32.00,Good,0.00,Good,10.00,Good,9.00,0.50
Russian Federation,Elektrogorsk,39.00,Good,1.00,Good,39.00,Good,2.00,Good,27.00,Good,9.00,0.50
Russian Federation,Zheleznogorsk,42.00,Good,1.00,Good,33.00,Good,0.00,Good,42.00,Good,9.00,0.50
Russian Federation,Zherdevka,37.00,Good,1.00,Good,36.00,Good,0.00,Good,37.00,Good,9.00,0.50
