Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Density,Forested Area
Guatemala,Santa Catarina Mita,69.00,Moderate,2.00,Good,7.00,Good,7.00,Good,69.00,Moderate,167.00,0.33
Guatemala,Retalhuleu,100.00,Unhealthy for Sensitive Groups,3.00,Good,10.00,Good,10.00,Good,100.00,Unhealthy for Sensitive Groups,167.00,0.33
Guatemala,Chimaltenango,109.00,Unhealthy for Sensitive Groups,3.00,Good,9.00,Good,11.00,Good,109.00,Unhealthy for Sensitive Groups,167.00,0.33
Guatemala,Sacapulas,73.00,Moderate,2.00,Good,3.00,Good,7.00,Good,73.00,Moderate,167.00,0.33
Guatemala,Chicacao,108.00,Unhealthy for Sensitive Groups,4.00,Good,5.00,Good,14.00,Good,108.00,Unhealthy for Sensitive Groups,167.00,0.33
Guatemala,Comitancillo,82.00,Moderate,3.00,Good,7.00,Good,10.00,Good,82.00,Moderate,167.00,0.33
Guatemala,Mixco,87.00,Moderate,2.00,Good,6.00,Good,7.00,Good,87.00,Moderate,167.00,0.33
Guatemala,San Juan Cotzal,52.00,Moderate,1.00,Good,7.00,Good,4.00,Good,52.00,Moderate,167.00,0.33
Guatemala,Joyabaj,46.00,Good,1.00,Good,24.00,Good,0.00,Good,46.00,Good,167.00,0.33
Guatemala,Esquipulas,68.00,Moderate,3.00,Good,3.00,Good,6.00,Good,68.00,Moderate,167.00,0.33
Guatemala,Chiquimulilla,90.00,Moderate,4.00,Good,2.00,Good,11.00,Good,90.00,Moderate,167.00,0.33
Guatemala,Pastores,129.00,Unhealthy for Sensitive Groups,4.00,Good,2.00,Good,14.00,Good,129.00,Unhealthy for Sensitive Groups,167.00,0.33
Guatemala,Chisec,57.00,Moderate,1.00,Good,19.00,Good,0.00,Good,57.00,Moderate,167.00,0.33
Guatemala,La Gomera,76.00,Moderate,3.00,Good,20.00,Good,8.00,Good,76.00,Moderate,167.00,0.33
Guatemala,Mazatenango,104.00,Unhealthy for Sensitive Groups,4.00,Good,6.00,Good,14.00,Good,104.00,Unhealthy for Sensitive Groups,167.00,0.33
Guatemala,Fraijanes,68.00,Moderate,2.00,Good,17.00,Good,3.00,Good,68.00,Moderate,167.00,0.33
Guatemala,Morales,53.00,Moderate,1.00,Good,10.00,Good,1.00,Good,53.00,Moderate,167.00,0.33
Guatemala,Almolonga,90.00,Moderate,3.00,Good,7.00,Good,11.00,Good,90.00,Moderate,167.00,0.33
Guatemala,Cuyotenango,105.00,Unhealthy for Sensitive Groups,4.00,Good,6.00,Good,14.00,Good,105.00,Unhealthy for Sensitive Groups,167.00,0.33
Guatemala,Cantel,57.00,Moderate,1.00,Good,27.00,Good,1.00,Good,57.00,Moderate,167.00,0.33
Pakistan,Bahawalnagar,500.00,Hazardous,1.00,Good,38.00,Good,1.00,Good,466.00,Hazardous,287.00,0.02
Pakistan,Bat Khela,117.00,Unhealthy for Sensitive Groups,1.00,Good,117.00,Unhealthy for Sensitive Groups,1.00,Good,78.00,Moderate,287.00,0.02
Pakistan,Bhalwal,179.00,Unhealthy,3.00,Good,179.00,Unhealthy,2.00,Good,166.00,Unhealthy,287.00,0.02
Pakistan,Harunabad,500.00,Hazardous,1.00,Good,43.00,Good,0.00,Good,443.00,Hazardous,287.00,0.02
Pakistan,Kohat,101.00,Unhealthy for Sensitive Groups,1.00,Good,62.00,Moderate,0.00,Good,101.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Multan,194.00,Unhealthy,3.00,Good,176.00,Unhealthy,2.00,Good,194.00,Unhealthy,287.00,0.02
Pakistan,Faisalabad,301.00,Hazardous,1.00,Good,82.00,Moderate,1.00,Good,301.00,Hazardous,287.00,0.02
Pakistan,Nankana Sahib,356.00,Hazardous,2.00,Good,100.00,Unhealthy for Sensitive Groups,1.00,Good,354.00,Hazardous,287.00,0.02
Pakistan,Khushab,165.00,Unhealthy,4.00,Good,78.00,Moderate,6.00,Good,165.00,Unhealthy,287.00,0.02
Pakistan,Dera Ismail Khan,180.00,Unhealthy,2.00,Good,107.00,Unhealthy for Sensitive Groups,0.00,Good,180.00,Unhealthy,287.00,0.02
Pakistan,Akora,182.00,Unhealthy,5.00,Good,51.00,Moderate,8.00,Good,182.00,Unhealthy,287.00,0.02
Pakistan,Kot Addu,202.00,Very Unhealthy,1.00,Good,88.00,Moderate,1.00,Good,202.00,Very Unhealthy,287.00,0.02
Pakistan,Toba Tek Singh,295.00,Very Unhealthy,1.00,Good,55.00,Moderate,1.00,Good,295.00,Very Unhealthy,287.00,0.02
Pakistan,Gujrat,161.00,Unhealthy,3.00,Good,160.00,Unhealthy,1.00,Good,161.00,Unhealthy,287.00,0.02
Pakistan,Islamabad,178.00,Unhealthy,5.00,Good,42.00,Good,11.00,Good,178.00,Unhealthy,287.00,0.02
Pakistan,Karachi,151.00,Unhealthy,2.00,Good,18.00,Good,4.00,Good,151.00,Unhealthy,287.00,0.02
Pakistan,Khanpur,180.00,Unhealthy,2.00,Good,22.00,Good,9.00,Good,180.00,Unhealthy,287.00,0.02
Pakistan,Muzaffargarh,191.00,Unhealthy,2.00,Good,141.00,Unhealthy for Sensitive Groups,2.00,Good,191.00,Unhealthy,287.00,0.02
Pakistan,Mansehra,176.00,Unhealthy,5.00,Good,29.00,Good,10.00,Good,176.00,Unhealthy,287.00,0.02
Pakistan,Dera Ghazi Khan,174.00,Unhealthy,3.00,Good,150.00,Unhealthy,1.00,Good,174.00,Unhealthy,287.00,0.02
Pakistan,Sahiwal,163.00,Unhealthy,3.00,Good,163.00,Unhealthy,1.00,Good,156.00,Unhealthy,287.00,0.02
Pakistan,Arifwala,164.00,Unhealthy,3.00,Good,164.00,Unhealthy,1.00,Good,154.00,Unhealthy,287.00,0.02
Pakistan,Naushahro Firoz,158.00,Unhealthy,1.00,Good,44.00,Good,0.00,Good,158.00,Unhealthy,287.00,0.02
Pakistan,Bannu,176.00,Unhealthy,3.00,Good,114.00,Unhealthy for Sensitive Groups,1.00,Good,176.00,Unhealthy,287.00,0.02
Pakistan,Bahawalpur,189.00,Unhealthy,2.00,Good,126.00,Unhealthy for Sensitive Groups,0.00,Good,189.00,Unhealthy,287.00,0.02
Pakistan,Turbat,147.00,Unhealthy for Sensitive Groups,1.00,Good,50.00,Good,0.00,Good,147.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Chiniot,275.00,Very Unhealthy,2.00,Good,112.00,Unhealthy for Sensitive Groups,1.00,Good,275.00,Very Unhealthy,287.00,0.02
Pakistan,Mirpur Khas,156.00,Unhealthy,1.00,Good,30.00,Good,2.00,Good,156.00,Unhealthy,287.00,0.02
Pakistan,Kabirwala,159.00,Unhealthy,3.00,Good,156.00,Unhealthy,1.00,Good,159.00,Unhealthy,287.00,0.02
Pakistan,Jaranwala,167.00,Unhealthy,3.00,Good,148.00,Unhealthy for Sensitive Groups,1.00,Good,167.00,Unhealthy,287.00,0.02
Pakistan,Rohri,188.00,Unhealthy,1.00,Good,56.00,Moderate,1.00,Good,188.00,Unhealthy,287.00,0.02
Pakistan,Kasur,173.00,Unhealthy,4.00,Good,76.00,Moderate,8.00,Good,173.00,Unhealthy,287.00,0.02
Pakistan,Kamalia,192.00,Unhealthy,2.00,Good,137.00,Unhealthy for Sensitive Groups,1.00,Good,192.00,Unhealthy,287.00,0.02
Pakistan,Kambar,173.00,Unhealthy,1.00,Good,61.00,Moderate,2.00,Good,173.00,Unhealthy,287.00,0.02
Pakistan,Jauharabad,224.00,Very Unhealthy,2.00,Good,141.00,Unhealthy for Sensitive Groups,1.00,Good,224.00,Very Unhealthy,287.00,0.02
Pakistan,Hafizabad,248.00,Very Unhealthy,2.00,Good,149.00,Unhealthy for Sensitive Groups,1.00,Good,248.00,Very Unhealthy,287.00,0.02
Pakistan,Chitral,71.00,Moderate,1.00,Good,7.00,Good,1.00,Good,71.00,Moderate,287.00,0.02
Pakistan,Vihari,224.00,Very Unhealthy,5.00,Good,18.00,Good,19.00,Good,224.00,Very Unhealthy,287.00,0.02
Pakistan,Gujranwala,175.00,Unhealthy,6.00,Good,35.00,Good,15.00,Good,175.00,Unhealthy,287.00,0.02
Pakistan,Chaman,134.00,Unhealthy for Sensitive Groups,0.00,Good,44.00,Good,0.00,Good,134.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Haripur,157.00,Unhealthy,2.00,Good,157.00,Unhealthy,1.00,Good,121.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Swabi,197.00,Unhealthy,3.00,Good,197.00,Unhealthy,1.00,Good,130.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Hangu,159.00,Unhealthy,2.00,Good,64.00,Moderate,0.00,Good,159.00,Unhealthy,287.00,0.02
Pakistan,Sambrial,175.00,Unhealthy,3.00,Good,175.00,Unhealthy,1.00,Good,153.00,Unhealthy,287.00,0.02
Pakistan,Zafarwal,161.00,Unhealthy,5.00,Good,41.00,Good,9.00,Good,161.00,Unhealthy,287.00,0.02
Pakistan,Zhob,177.00,Unhealthy,2.00,Good,56.00,Moderate,0.00,Good,177.00,Unhealthy,287.00,0.02
Pakistan,Daulatpur,114.00,Unhealthy for Sensitive Groups,1.00,Good,25.00,Good,2.00,Good,114.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Muzaffarabad,80.00,Moderate,1.00,Good,80.00,Moderate,0.00,Good,60.00,Moderate,287.00,0.02
Pakistan,Larkana,159.00,Unhealthy,1.00,Good,48.00,Good,0.00,Good,159.00,Unhealthy,287.00,0.02
Pakistan,Khanewal,158.00,Unhealthy,3.00,Good,156.00,Unhealthy,1.00,Good,158.00,Unhealthy,287.00,0.02
Pakistan,Lahore,161.00,Unhealthy,3.00,Good,129.00,Unhealthy for Sensitive Groups,1.00,Good,161.00,Unhealthy,287.00,0.02
Pakistan,Fatehpur,187.00,Unhealthy,2.00,Good,129.00,Unhealthy for Sensitive Groups,0.00,Good,187.00,Unhealthy,287.00,0.02
Pakistan,Mardan,162.00,Unhealthy,3.00,Good,162.00,Unhealthy,1.00,Good,154.00,Unhealthy,287.00,0.02
Pakistan,Muridke,182.00,Unhealthy,6.00,Good,43.00,Good,13.00,Good,182.00,Unhealthy,287.00,0.02
Pakistan,Peshawar,192.00,Unhealthy,4.00,Good,107.00,Unhealthy for Sensitive Groups,4.00,Good,192.00,Unhealthy,287.00,0.02
Pakistan,Jacobabad,168.00,Unhealthy,1.00,Good,67.00,Moderate,1.00,Good,168.00,Unhealthy,287.00,0.02
Pakistan,Kundian,174.00,Unhealthy,3.00,Good,139.00,Unhealthy for Sensitive Groups,0.00,Good,174.00,Unhealthy,287.00,0.02
Pakistan,Kulachi,177.00,Unhealthy,2.00,Good,100.00,Unhealthy for Sensitive Groups,0.00,Good,177.00,Unhealthy,287.00,0.02
Pakistan,Pasrur,164.00,Unhealthy,3.00,Good,147.00,Unhealthy for Sensitive Groups,1.00,Good,164.00,Unhealthy,287.00,0.02
Pakistan,Tank,170.00,Unhealthy,2.00,Good,83.00,Moderate,0.00,Good,170.00,Unhealthy,287.00,0.02
Pakistan,Charsadda,100.00,Unhealthy for Sensitive Groups,2.00,Good,100.00,Unhealthy for Sensitive Groups,1.00,Good,90.00,Moderate,287.00,0.02
Pakistan,Chakwal,171.00,Unhealthy,3.00,Good,157.00,Unhealthy,0.00,Good,171.00,Unhealthy,287.00,0.02
Pakistan,Sargodha,168.00,Unhealthy,4.00,Good,71.00,Moderate,7.00,Good,168.00,Unhealthy,287.00,0.02
Pakistan,Mingaora,163.00,Unhealthy,4.00,Good,41.00,Good,6.00,Good,163.00,Unhealthy,287.00,0.02
Pakistan,Mandi Bahauddin,156.00,Unhealthy,2.00,Good,117.00,Unhealthy for Sensitive Groups,0.00,Good,156.00,Unhealthy,287.00,0.02
Pakistan,Ahmadpur East,196.00,Unhealthy,2.00,Good,117.00,Unhealthy for Sensitive Groups,0.00,Good,196.00,Unhealthy,287.00,0.02
Pakistan,Hasilpur,198.00,Unhealthy,1.00,Good,87.00,Moderate,0.00,Good,198.00,Unhealthy,287.00,0.02
Pakistan,Sibi,159.00,Unhealthy,1.00,Good,81.00,Moderate,0.00,Good,159.00,Unhealthy,287.00,0.02
Pakistan,Murree,124.00,Unhealthy for Sensitive Groups,1.00,Good,124.00,Unhealthy for Sensitive Groups,0.00,Good,75.00,Moderate,287.00,0.02
Pakistan,Kotri,184.00,Unhealthy,1.00,Good,46.00,Good,0.00,Good,184.00,Unhealthy,287.00,0.02
Pakistan,Quetta,125.00,Unhealthy for Sensitive Groups,0.00,Good,42.00,Good,0.00,Good,125.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Bhawana,178.00,Unhealthy,2.00,Good,127.00,Unhealthy for Sensitive Groups,1.00,Good,178.00,Unhealthy,287.00,0.02
Pakistan,Chunian,438.00,Hazardous,1.00,Good,56.00,Moderate,1.00,Good,383.00,Hazardous,287.00,0.02
Pakistan,Hala,157.00,Unhealthy,1.00,Good,24.00,Good,2.00,Good,157.00,Unhealthy,287.00,0.02
Pakistan,Kalat,148.00,Unhealthy for Sensitive Groups,0.00,Good,43.00,Good,0.00,Good,148.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Pattoki,174.00,Unhealthy,4.00,Good,85.00,Moderate,7.00,Good,174.00,Unhealthy,287.00,0.02
Pakistan,Nawabshah,164.00,Unhealthy,1.00,Good,40.00,Good,0.00,Good,164.00,Unhealthy,287.00,0.02
Pakistan,Lalian,173.00,Unhealthy,2.00,Good,128.00,Unhealthy for Sensitive Groups,1.00,Good,173.00,Unhealthy,287.00,0.02
Pakistan,Khuzdar,151.00,Unhealthy,0.00,Good,43.00,Good,0.00,Good,151.00,Unhealthy,287.00,0.02
Pakistan,Kharian,158.00,Unhealthy,3.00,Good,146.00,Unhealthy for Sensitive Groups,0.00,Good,158.00,Unhealthy,287.00,0.02
Pakistan,Shujaabad,196.00,Unhealthy,1.00,Good,94.00,Moderate,1.00,Good,196.00,Unhealthy,287.00,0.02
Pakistan,Mithi,196.00,Unhealthy,1.00,Good,37.00,Good,0.00,Good,196.00,Unhealthy,287.00,0.02
Pakistan,Gojra,175.00,Unhealthy,5.00,Good,71.00,Moderate,8.00,Good,175.00,Unhealthy,287.00,0.02
Pakistan,Nowshera,202.00,Very Unhealthy,3.00,Good,202.00,Very Unhealthy,2.00,Good,104.00,Unhealthy for Sensitive Groups,287.00,0.02
Pakistan,Rawalpindi,129.00,Unhealthy for Sensitive Groups,2.00,Good,129.00,Unhealthy for Sensitive Groups,1.00,Good,92.00,Moderate,287.00,0.02
Pakistan,Bhakkar,183.00,Unhealthy,2.00,Good,122.00,Unhealthy for Sensitive Groups,0.00,Good,183.00,Unhealthy,287.00,0.02
Pakistan,Pakpattan,328.00,Hazardous,2.00,Good,107.00,Unhealthy for Sensitive Groups,1.00,Good,328.00,Hazardous,287.00,0.02
Pakistan,Sukkur,171.00,Unhealthy,1.00,Good,49.00,Good,1.00,Good,171.00,Unhealthy,287.00,0.02
Pakistan,Dipalpur,167.00,Unhealthy,4.00,Good,95.00,Moderate,6.00,Good,167.00,Unhealthy,287.00,0.02
Pakistan,Shekhupura,184.00,Unhealthy,6.00,Good,40.00,Good,15.00,Good,184.00,Unhealthy,287.00,0.02
Pakistan,Karak,77.00,Moderate,0.00,Good,34.00,Good,0.00,Good,77.00,Moderate,287.00,0.02
Pakistan,Okara,171.00,Unhealthy,4.00,Good,89.00,Moderate,6.00,Good,171.00,Unhealthy,287.00,0.02
Pakistan,Jalalpur Jattan,162.00,Unhealthy,4.00,Good,47.00,Good,8.00,Good,162.00,Unhealthy,287.00,0.02
Pakistan,Jhelum,168.00,Unhealthy,5.00,Good,33.00,Good,11.00,Good,168.00,Unhealthy,287.00,0.02
Pakistan,Dadu,166.00,Unhealthy,1.00,Good,40.00,Good,0.00,Good,166.00,Unhealthy,287.00,0.02
Pakistan,Mianwali,159.00,Unhealthy,2.00,Good,159.00,Unhealthy,1.00,Good,153.00,Unhealthy,287.00,0.02
Pakistan,Sarai Alamgir,181.00,Unhealthy,2.00,Good,170.00,Unhealthy,1.00,Good,181.00,Unhealthy,287.00,0.02
Pakistan,Mian Channun,252.00,Very Unhealthy,2.00,Good,135.00,Unhealthy for Sensitive Groups,1.00,Good,252.00,Very Unhealthy,287.00,0.02
Thailand,Ban Phai,52.00,Moderate,0.00,Good,28.00,Good,0.00,Good,52.00,Moderate,137.00,0.32
Thailand,Nong Bua,38.00,Good,0.00,Good,20.00,Good,0.00,Good,38.00,Good,137.00,0.32
Thailand,Phatthalung,59.00,Moderate,1.00,Good,27.00,Good,0.00,Good,59.00,Moderate,137.00,0.32
Thailand,Phetchaburi,35.00,Good,0.00,Good,17.00,Good,0.00,Good,35.00,Good,137.00,0.32
Thailand,Ranong,36.00,Good,0.00,Good,16.00,Good,0.00,Good,36.00,Good,137.00,0.32
Thailand,Lam Luk Ka,66.00,Moderate,1.00,Good,28.00,Good,1.00,Good,66.00,Moderate,137.00,0.32
Thailand,Lang Suan,32.00,Good,0.00,Good,16.00,Good,0.00,Good,32.00,Good,137.00,0.32
Thailand,Phuket,43.00,Good,1.00,Good,33.00,Good,0.00,Good,43.00,Good,137.00,0.32
Thailand,Pakxan,53.00,Moderate,1.00,Good,27.00,Good,0.00,Good,53.00,Moderate,137.00,0.32
Thailand,Nakhon Sawan,21.00,Good,0.00,Good,21.00,Good,0.00,Good,20.00,Good,137.00,0.32
Thailand,Dok Kham Tai,24.00,Good,0.00,Good,24.00,Good,0.00,Good,17.00,Good,137.00,0.32
Thailand,Ban Dung,82.00,Moderate,3.00,Good,8.00,Good,5.00,Good,82.00,Moderate,137.00,0.32
Thailand,Chiang Rai,67.00,Moderate,2.00,Good,13.00,Good,2.00,Good,67.00,Moderate,137.00,0.32
Thailand,Samut Sakhon,53.00,Moderate,1.00,Good,23.00,Good,0.00,Good,53.00,Moderate,137.00,0.32
Thailand,Phibun Mangsahan,57.00,Moderate,1.00,Good,24.00,Good,0.00,Good,57.00,Moderate,137.00,0.32
Thailand,Pak Phanang,69.00,Moderate,2.00,Good,34.00,Good,0.00,Good,69.00,Moderate,137.00,0.32
Thailand,Prachin Buri,57.00,Moderate,1.00,Good,30.00,Good,1.00,Good,57.00,Moderate,137.00,0.32
Thailand,Sing Buri,32.00,Good,0.00,Good,26.00,Good,0.00,Good,32.00,Good,137.00,0.32
Thailand,Non Sung,50.00,Good,1.00,Good,28.00,Good,0.00,Good,50.00,Good,137.00,0.32
Thailand,Kathu,40.00,Good,0.00,Good,23.00,Good,0.00,Good,40.00,Good,137.00,0.32
Thailand,Si Sa Ket,54.00,Moderate,0.00,Good,28.00,Good,0.00,Good,54.00,Moderate,137.00,0.32
Thailand,Hat Yai,61.00,Moderate,1.00,Good,23.00,Good,0.00,Good,61.00,Moderate,137.00,0.32
Thailand,Chanthaburi,34.00,Good,0.00,Good,20.00,Good,0.00,Good,34.00,Good,137.00,0.32
Thailand,Nong Kung Si,57.00,Moderate,0.00,Good,27.00,Good,0.00,Good,57.00,Moderate,137.00,0.32
Thailand,Klaeng,56.00,Moderate,0.00,Good,25.00,Good,1.00,Good,56.00,Moderate,137.00,0.32
Thailand,Lom Sak,34.00,Good,0.00,Good,25.00,Good,0.00,Good,34.00,Good,137.00,0.32
Thailand,Kaeng Khoi,57.00,Moderate,1.00,Good,30.00,Good,1.00,Good,57.00,Moderate,137.00,0.32
Thailand,Huai Yot,54.00,Moderate,1.00,Good,32.00,Good,0.00,Good,54.00,Moderate,137.00,0.32
Thailand,Kut Chap,45.00,Good,1.00,Good,28.00,Good,0.00,Good,45.00,Good,137.00,0.32
Thailand,Det Udom,54.00,Moderate,1.00,Good,29.00,Good,0.00,Good,54.00,Moderate,137.00,0.32
Thailand,Trat,28.00,Good,0.00,Good,17.00,Good,0.00,Good,28.00,Good,137.00,0.32
Thailand,Nonthaburi,63.00,Moderate,1.00,Good,25.00,Good,1.00,Good,63.00,Moderate,137.00,0.32
Thailand,Bang Kruai,59.00,Moderate,1.00,Good,23.00,Good,1.00,Good,59.00,Moderate,137.00,0.32
Thailand,Phon,93.00,Moderate,2.00,Good,14.00,Good,5.00,Good,93.00,Moderate,137.00,0.32
Thailand,Sung Noen,35.00,Good,0.00,Good,24.00,Good,0.00,Good,35.00,Good,137.00,0.32
Thailand,Ko Samui,45.00,Good,1.00,Good,24.00,Good,0.00,Good,45.00,Good,137.00,0.32
Thailand,Uttaradit,66.00,Moderate,0.00,Good,22.00,Good,0.00,Good,66.00,Moderate,137.00,0.32
Thailand,Yasothon,58.00,Moderate,0.00,Good,31.00,Good,0.00,Good,58.00,Moderate,137.00,0.32
Thailand,Nam Som,44.00,Good,0.00,Good,22.00,Good,0.00,Good,44.00,Good,137.00,0.32
Thailand,Ang Thong,47.00,Good,0.00,Good,23.00,Good,0.00,Good,47.00,Good,137.00,0.32
Thailand,Sattahip,34.00,Good,0.00,Good,17.00,Good,0.00,Good,34.00,Good,137.00,0.32
Thailand,Narathiwat,84.00,Moderate,3.00,Good,20.00,Good,2.00,Good,84.00,Moderate,137.00,0.32
Thailand,Yala,53.00,Moderate,1.00,Good,35.00,Good,0.00,Good,53.00,Moderate,137.00,0.32
Thailand,Samut Prakan,62.00,Moderate,1.00,Good,21.00,Good,1.00,Good,62.00,Moderate,137.00,0.32
Thailand,Samut Songkhram,29.00,Good,0.00,Good,21.00,Good,0.00,Good,29.00,Good,137.00,0.32
Thailand,Pak Thong Chai,42.00,Good,0.00,Good,26.00,Good,0.00,Good,42.00,Good,137.00,0.32
Thailand,Rong Kwang,53.00,Moderate,1.00,Good,24.00,Good,0.00,Good,53.00,Moderate,137.00,0.32
Thailand,Khlung,37.00,Good,0.00,Good,17.00,Good,0.00,Good,37.00,Good,137.00,0.32
Thailand,Chaiyaphum,48.00,Good,0.00,Good,28.00,Good,0.00,Good,48.00,Good,137.00,0.32
Thailand,Nakhon Thai,69.00,Moderate,0.00,Good,23.00,Good,0.00,Good,69.00,Moderate,137.00,0.32
Thailand,Kosum Phisai,54.00,Moderate,0.00,Good,29.00,Good,0.00,Good,54.00,Moderate,137.00,0.32
Thailand,Kamalasai,60.00,Moderate,0.00,Good,28.00,Good,0.00,Good,60.00,Moderate,137.00,0.32
Thailand,Khlong Luang,73.00,Moderate,1.00,Good,27.00,Good,2.00,Good,73.00,Moderate,137.00,0.32
Thailand,Nang Rong,39.00,Good,0.00,Good,26.00,Good,0.00,Good,39.00,Good,137.00,0.32
Thailand,Amnat Charoen,46.00,Good,1.00,Good,27.00,Good,0.00,Good,46.00,Good,137.00,0.32
Thailand,Phayao,34.00,Good,0.00,Good,26.00,Good,0.00,Good,34.00,Good,137.00,0.32
Thailand,Phetchabun,44.00,Good,0.00,Good,21.00,Good,0.00,Good,44.00,Good,137.00,0.32
Thailand,Kui Buri,34.00,Good,0.00,Good,16.00,Good,0.00,Good,34.00,Good,137.00,0.32
Thailand,Thap Than,21.00,Good,0.00,Good,21.00,Good,0.00,Good,19.00,Good,137.00,0.32
Thailand,Song Phi Nong,35.00,Good,0.00,Good,22.00,Good,0.00,Good,35.00,Good,137.00,0.32
Thailand,Chok Chai,72.00,Moderate,2.00,Good,22.00,Good,3.00,Good,72.00,Moderate,137.00,0.32
Thailand,Na Klang,74.00,Moderate,2.00,Good,12.00,Good,4.00,Good,74.00,Moderate,137.00,0.32
Thailand,Wichian Buri,41.00,Good,0.00,Good,22.00,Good,0.00,Good,41.00,Good,137.00,0.32
Thailand,Songkhla,54.00,Moderate,2.00,Good,41.00,Good,0.00,Good,54.00,Moderate,137.00,0.32
Thailand,Suphan Buri,45.00,Good,0.00,Good,20.00,Good,0.00,Good,45.00,Good,137.00,0.32
Thailand,Nakhon Nayok,59.00,Moderate,1.00,Good,30.00,Good,1.00,Good,59.00,Moderate,137.00,0.32
Thailand,Krabi,65.00,Moderate,1.00,Good,28.00,Good,0.00,Good,65.00,Moderate,137.00,0.32
Thailand,Bang Ban,143.00,Unhealthy for Sensitive Groups,3.00,Good,7.00,Good,12.00,Good,143.00,Unhealthy for Sensitive Groups,137.00,0.32
Thailand,Chachoengsao,145.00,Unhealthy for Sensitive Groups,3.00,Good,3.00,Good,13.00,Good,145.00,Unhealthy for Sensitive Groups,137.00,0.32
Thailand,Chaiyo,112.00,Unhealthy for Sensitive Groups,2.00,Good,12.00,Good,8.00,Good,112.00,Unhealthy for Sensitive Groups,137.00,0.32
Thailand,Betong,51.00,Moderate,1.00,Good,32.00,Good,0.00,Good,51.00,Moderate,137.00,0.32
Thailand,Bangkok,69.00,Moderate,1.00,Good,25.00,Good,1.00,Good,69.00,Moderate,137.00,0.32
Thailand,Chumphon,41.00,Good,0.00,Good,15.00,Good,0.00,Good,41.00,Good,137.00,0.32
Thailand,Phra Phutthabat,112.00,Unhealthy for Sensitive Groups,2.00,Good,18.00,Good,7.00,Good,112.00,Unhealthy for Sensitive Groups,137.00,0.32
Thailand,Mukdahan,61.00,Moderate,0.00,Good,30.00,Good,0.00,Good,61.00,Moderate,137.00,0.32
Thailand,Nakhon Phanom,59.00,Moderate,0.00,Good,28.00,Good,0.00,Good,59.00,Moderate,137.00,0.32
Thailand,Khao Yoi,36.00,Good,0.00,Good,17.00,Good,0.00,Good,36.00,Good,137.00,0.32
Thailand,Tak,68.00,Moderate,0.00,Good,19.00,Good,0.00,Good,68.00,Moderate,137.00,0.32
Thailand,Udon Thani,54.00,Moderate,0.00,Good,25.00,Good,0.00,Good,54.00,Moderate,137.00,0.32
Thailand,Pa Sang,22.00,Good,0.00,Good,22.00,Good,0.00,Good,17.00,Good,137.00,0.32
Thailand,Pak Chong,45.00,Good,1.00,Good,26.00,Good,0.00,Good,45.00,Good,137.00,0.32
Thailand,Phimai,43.00,Good,0.00,Good,25.00,Good,0.00,Good,43.00,Good,137.00,0.32
Thailand,Lamphun,21.00,Good,0.00,Good,21.00,Good,0.00,Good,17.00,Good,137.00,0.32
Thailand,Tha Mai,41.00,Good,0.00,Good,18.00,Good,0.00,Good,41.00,Good,137.00,0.32
Thailand,Takhli,27.00,Good,0.00,Good,23.00,Good,0.00,Good,27.00,Good,137.00,0.32
Thailand,Khon Kaen,96.00,Moderate,2.00,Good,20.00,Good,4.00,Good,96.00,Moderate,137.00,0.32
Thailand,Nakhon Pathom,35.00,Good,0.00,Good,24.00,Good,0.00,Good,35.00,Good,137.00,0.32
Thailand,Phitsanulok,51.00,Moderate,0.00,Good,24.00,Good,0.00,Good,51.00,Moderate,137.00,0.32
Thailand,Ratchaburi,98.00,Moderate,2.00,Good,7.00,Good,8.00,Good,98.00,Moderate,137.00,0.32
Thailand,Maha Sarakham,58.00,Moderate,0.00,Good,28.00,Good,0.00,Good,58.00,Moderate,137.00,0.32
Thailand,Kamphaeng Phet,162.00,Unhealthy,1.00,Good,25.00,Good,0.00,Good,162.00,Unhealthy,137.00,0.32
Thailand,Kalasin,43.00,Good,1.00,Good,28.00,Good,0.00,Good,43.00,Good,137.00,0.32
Thailand,Sam Phran,55.00,Moderate,1.00,Good,24.00,Good,0.00,Good,55.00,Moderate,137.00,0.32
Thailand,Nong Khai,49.00,Good,0.00,Good,26.00,Good,0.00,Good,49.00,Good,137.00,0.32
Thailand,Kranuan,42.00,Good,0.00,Good,28.00,Good,0.00,Good,42.00,Good,137.00,0.32
Thailand,Sa Kaeo,46.00,Good,0.00,Good,29.00,Good,0.00,Good,46.00,Good,137.00,0.32
Thailand,Wang Saphung,43.00,Good,0.00,Good,23.00,Good,0.00,Good,43.00,Good,137.00,0.32
Thailand,Yang Talat,46.00,Good,0.00,Good,29.00,Good,0.00,Good,46.00,Good,137.00,0.32
